web_link,building_location,building_location_link,building_type,price,date_posted,rental_attr,neighbourhood,raw_description
https://ottawa.craigslist.org/apa/d/orleans-lower-level-terrace-house-for/7161499467.html,146 Bluestone Private near Gerry Lalonde Dr,"https://www.google.com/maps/search/45.453457,-75.484516",/ 2br - ,$1800,2020-07-18T10:21:53-0400,"c(""2BR / 2.5Ba"", ""available oct 1"", ""condo"", ""w/d in unit"", ""no smoking"", ""off-street parking"")",(Orleans),"UTILITIES
Heating: Natural Gas: Tenant pays
Cooling: Central Air
Hydro: Hydro One: Tenant pays
Water: City of Ottawa: Tenant pays
HWT Rental: Tenant pays
INCLUDED: Window Coverings, Refrigerator, Stove, Dishwasher, Washer, Dryer
Ottawa, Orleans. This 2 bedroom, 2 .5 bathroom lower level Terrace House is for rent. This property features an updated kitchen with lots of cupboards, counter space and stainless steel appliances. Open concept dining/living room! Hardwood and Ceramic on main floor, carpet in bedrooms and in lower level. The master bedroom is spacious with a large closet and en-suite. Second bedroom is of good size and offers it’s own en-suite!! Laundry close to bedrooms! Central Air. Backyard is perfect for BBQ. One exterior parking spot included! Close proximity to HWY, Transit, Restaurants, Shopping, Parks, Schools and so much more!"
https://ottawa.craigslist.org/apa/d/orleans-townhouse-for-rent-ottawa-1014/7161503888.html,1014 Candlewood St near Boisfranc Circle,"https://www.google.com/maps/search/45.454671,-75.468625",/ 3br - ,$2300,2020-07-18T10:29:03-0400,"c(""3BR / 2.5Ba"", ""available sep 1"", ""townhouse"", ""w/d in unit"", ""no smoking"", ""attached garage"")",(Orleans),"UTILITIES
Heating: Natural Gas: Tenant pays
Cooling: Central Air
Hydro: Hydro Ottawa: Tenant pays
Water: City of Ottawa: Tenant pays
HWT Rental: Tenant pays
INCLUDED: Window Coverings, Refrigerator, Stove, Dishwasher, Washer, Dryer
Ottawa, Orleans. This 3 bedroom, 2.5 bathroom Townhouse is for rent! This Townhouse features an updated kitchen with lots of cupboards, counter space and appliances. Open dining/living room! Hardwood and Ceramic on main floor!!! The master bedroom is spacious with walk-in closet and en-suite with soaker tub. Secondary bedrooms are of good size! Carpets in Bedrooms and Lower Level. Fully finished lower level with storage and laundry. Central Air. Backyard is fully fenced with a deck and patio. Single car garage and driveway parking. Close proximity to HWY, Transit, Restaurants, Shopping, Parks, Schools and so much more!"
https://ottawa.craigslist.org/apa/d/nepean-townhouse-for-rent-ottawa-62/7152788696.html,62 Whitegate Cr near Mountshannon Dr,"https://www.google.com/maps/search/45.289189,-75.735730",/ 3br - ,$2400,2020-07-03T09:59:28-0400,"c(""3BR / 2.5Ba"", ""available aug 1"", ""townhouse"", ""w/d in unit"", ""no smoking"", ""attached garage"")",(Barrhaven),"UTILITIES
Heating: Natural Gas: Tenant pays
Cooling: Central Air
Hydro: Hydro Ottawa: Tenant pays
Water: City of Ottawa: Tenant pays
HWT Rental: Tenant pays
INCLUDED: Window Blinds, Refrigerator, Stove, Dishwasher, Washer, Dryer
Ottawa, Barrhaven. This 3 bedroom, 2.5 bathroom Townhouse is for rent! Located on a quiet crescent, this house features a spacious eat in kitchen with lots of cupboards, counter space and appliances. Double sided GAS fireplace separating the living and dining area! Hardwood and Ceramic on main floor!!! The large master bedroom has a walk-in closet and 4 piece en-suite with double soaked tub. Secondary bedrooms are of good size! Carpets in Bedrooms. Fully Finished Lower level with storage and laundry. Carpet in Basement. Central Air. Air Exchanger. Indoor access to Garage. Backyard is partially fenced with large interlock patio and 8 x 10 shed so you can use your Garage in the winter (parking 2 + Garage). Single Car garage. Interlock shaded driveway. Close proximity to HWY, Transit, Park and Ride, Woodroffe Ave, Restaurants, Shopping, Parks, Playgrounds, Splashpad, Schools (Elementary and Secondary Public, Catholic and Elementary French!) and so much more! NO PETS PLEASE!"
https://ottawa.craigslist.org/apa/d/stittsville-single-family-house-for/7149544625.html,238 Tempest Dr near Warmstone Dr,"https://www.google.com/maps/search/45.285548,-75.920579",/ 3br - ,$2400,2020-06-27T16:06:15-0400,"c(""3BR / 2.5Ba"", ""available nov 1"", ""house"", ""w/d in unit"", ""no smoking"", ""attached garage"")",(Stittsville),"UTILITIES
Heating: Natural Gas: Tenant pays
Cooling: Central Air
Hydro: Hydro Ottawa: Tenant pays
Water: City of Ottawa: Tenant pays
INCLUDED: Window Coverings, HWT Rental, Refrigerator, Cooktop, Dishwasher, Washer, Dryer
Ottawa, Stittsville. This 3 bedroom, 2.5 bathroom is for rent! This house features an updated kitchen with lots of cupboards, counter space. Kitchen opens to dining/living room! Hardwood and ceramic on main floor!!! The master bedroom is spacious as is the en-suite. Secondary bedrooms are of good size! Carpets in Bedrooms. Laundry in unit. Fully finished lower level with laminate flooring. Central Air. Backyard is fully fenced with patio. Double car garage and driveway included. Close proximity to HWY, transit, restaurants, shopping, parks, schools and so much more! No smoking!"
https://ottawa.craigslist.org/apa/d/ottawa-new-price-apartment-main-for/7146850303.html,72  Upper Lorne Place near Somerset St W,"https://www.google.com/maps/search/45.410431,-75.710367",/ 2br - ,$1900,2020-06-23T09:44:09-0400,"c(""2BR / 1Ba"", ""available jul 1"", ""apartment"", ""laundry in bldg"", ""no smoking"", ""no parking"")",(Chinatown),"UTILITIES
Hydro: Hydro Ottawa: Tenant pays
INCLUDED: Window Coverings, Heat, Water, HWT Rental, Grass Cutting, Snow Clearing, Refrigerator, Stove, Washer, Dryer
Ottawa, Chinatown. This 1 bedroom plus DEN, OR 2 bedroom, 1 Full bathroom Main floor apartment is for rent.  Heat, Water, HWT Rental, Grass Cutting and Snow Clearing all included! This apartment has LOTS OF CHARM and features an updated kitchen with lots of cupboards, counter space and appliances. Spacious dining and living rooms. Fireplace is decorative only. Hardwood throughout! Bedroom is of good size. Laundry in building. Backyard offers a deck. Located on a cul-de-sac. Walking distance to LRT and proximity to HWY, Restaurants, Shopping, Parks, Lebreton Flats, Museums and so much more!"
https://ottawa.craigslist.org/apa/d/gloucester-lower-level-apt-of-bungalow/7150482667.html,1851 Greenacre Cr near Elmridge Dr,"https://www.google.com/maps/search/45.441996,-75.602872",/ 2br - ,$1650,2020-06-29T12:08:32-0400,"c(""2BR / 1Ba"", ""available aug 1"", ""house"", ""laundry on site"", ""no smoking"", ""off-street parking"")",(Beacon Hill South),"INCLUDED: ALL Utilities Included, Window Coverings, One Exterior Parking Spot, HWT Rental, Refrigerator, Stove, Dishwasher
Ottawa, Beacon Hill South. LOWER LEVEL of this Single BUNGALOW is for rent! UTILITIES INCLUDED!! 2 bedrooms and 1 full bathroom with laminate floors throughout! This apartment is open concept and spacious. Bedrooms are of good size. Laundry is shared and located on main. Backyard is large and shared. HWT Rental, Snow Clearing and Grass Cutting also INCLUDED! Close proximity to HWY, Transit, Restaurants, Shopping, Parks, Schools and so much more! No smoking and No pets please! MORE DETAILS AND PICTURES COMING SOON!!!"
https://ottawa.craigslist.org/apa/d/ottawa-apartment-condo-for-rent-ottawa/7152665942.html,234 Rideau St near Cumberland St,"https://www.google.com/maps/search/45.427917,-75.687429",/ 2br - ,$2495,2020-07-02T23:26:28-0400,"c(""2BR / 2Ba"", ""available aug 1"", ""apartment"", ""w/d in unit"", ""no smoking"", ""attached garage"")",(Downtown),"UTILITIES
Cooling: Central Air
Hydro: Hydro Ottawa: Tenant pays
INCLUDED: Window Blinds, Water, Heat, Storage Locker, One Underground Parking Spot, Refrigerator, Stove, Dishwasher, Washer, Dryer, Microwave (No Warranty)
Downtown Ottawa. Newer Condo for rent. Heat and Water Included! Corner Unit with plenty of natural light! Two bedrooms each with their own full en-suite. High end finishings, 6 appliances, gleaming hardwood floors, granite counter tops, breakfast bar, carpets in bedrooms, in-suite laundry, central air. Breathtaking views from the spacious balcony. Underground parking, storage locker and blinds included! Steps away from Ottawa's best shopping and cultural destinations. 24-hr Concierge. Amenities: The Plaza Club: rec center, pool, gym and sauna."
https://ottawa.craigslist.org/apa/d/orleans-lower-apartment-for-rent-ottawa/7153585846.html,1225 Old Montreal Rd near Famille Laporte Ave,"https://www.google.com/maps/search/45.497628,-75.464827",NA,$1050,2020-07-04T18:14:18-0400,"c(""0BR / 1Ba"", ""available jul 11"", ""apartment"", ""laundry in bldg"", ""no smoking"", ""off-street parking"")",(Orleans),"UTILITIES
Heating: Electric: Tenant pays
Cooling: Wall A/C
Hydro: Hydro Ottawa: Tenant pays
INCLUDED: Window Coverings, Water, HWT Rental, Grass Cutting, Snow Clearing, Refrigerator, Stove
Ottawa, Orleans. This Bachelor, 1 full bathroom Lower Apt. is for rent! This MODERN Apartment features an updated kitchen with lots of cupboards, counter space, appliances and an island. Open concept! Laminate throughout!!! Shared laundry in building! Wall A/C. Backyard is shared. One exterior parking spot included. Close proximity to HWY, Transit, Restaurants, Shopping, Parks, Schools and so much more! PICTURES COMING SOON!!!"
https://ottawa.craigslist.org/apa/d/ottawa-upper-apartment-for-rent-ottawa/7157050701.html,167 Gilmour St near Elgin St,"https://www.google.com/maps/search/45.417018,-75.688254",/ 2br - ,$2850,2020-07-10T16:39:06-0400,"c(""2BR / 2Ba"", ""available jul 11"", ""apartment"", ""w/d in unit"", ""no smoking"", ""attached garage"")",(Golden Triangle),"UTILITIES
Heating: Natural Gas: Landlord pays
Cooling: Central Air
Hydro: Hydro Ottawa: Landlord pays
Water: City of Ottawa: Landlord pays
HWT Rental: Landlord pays
INCLUDED: Heat, Hydro, Water, HWT Rental, Refrigerator, Stove, Dishwasher, Washer, Dryer, Microwave (with Warranty)
Ottawa, Heritage House with private entrance in The Golden Triangle for rent! Perfect for work from home office. ALL UTILITIES INCLUDED! Executive 2 bedroom, 2 full bathroom Apartment across from the lovely Minto Park, off Elgin Street. Charming and elegant with large living/dining rooms perfect for entertaining. Kitchen includes all appliances, plenty of cupboards and pantry. Master Bedroom on third floor is spacious and includes 2 closets and a 3pce ensuite. Second bedroom is a great size (13’ x 11’) perfect for either a bedroom or office. One underground heated parking spot. A/C. Very quiet as the unit is above professional office. Significant indoor storage! Walking distance to The Rideau Canal, Lansdowne Park, Shops, Parks, Restaurants and so much more! 2 year lease preferred."
https://ottawa.craigslist.org/apa/d/ottawa-apartment-condo-for-rent-ottawa/7158495793.html,999 Merivale Rd near Larose Ave,"https://www.google.com/maps/search/45.380218,-75.732846",/ 2br - ,$2095,2020-07-13T10:44:11-0400,"c(""2BR / 1Ba"", ""available jul 18"", ""condo"", ""w/d in unit"", ""no smoking"", ""no parking"")",(Carlingwood),"UTILITIES
Heating: Natural Gas: Tenant pays
Cooling: Central Air
Hydro: Hydro Ottawa: Tenant pays
Water: City of Ottawa: Landlord pays
HWT Rental: Tenant pays
INCLUDED: Terrace, Lounge, Window Coverings, Water, Refrigerator, Stove, Dishwasher, Washer, Dryer
Ottawa, Carlingwood. Enjoy luxury condo living for rent in this new modern building close to the Civic & Royal hospitals, 417, AGR/CFIA and Carleton University. These new 2 bedroom condos suites offer so many features we can’t list them all! Modern and open concept designs. Bright and spacious suites with large windows and 9 foot ceilings. Modern brush nickel light fixtures and pot lights. Rich HARDWOOD floors throughout living and sleeping areas. Porcelain tiles in foyer and bathroom. Modern kitchen cabinets with soft close. Granite/Quartz counter tops. Brush Nickel pull out faucets with spray. Stainless steel fridge, range and dishwasher. In suite washer and dryer. Energy efficient tankless water heater and HVAC system in each unit. Stylish and spacious balconies with glass railings for your morning coffee or evening dining. Floating vanities with soft close drawers. 1 piece dual flush toilets. Stylish trims, doors and windows. 6 panel shaker interior doors with brush nickel hardware. Decora style light switches throughout. Low-E, energy-efficient and STC rated windows and doors. Smooth painted ceilings. Low VOC Paints used. This new 4 storey WHEELCHAIR accessible building with ELEVATOR features a panoramic rooftop terrace / open Skylounge, spacious storage lockers, bike racks etc. These magnificent suites are located next to Alexander park and are within walking distance to the hospitals, experimental farm and Westgate shopping centre, OC transpo bus stops are within 80 meters. Pictures are of similar unit. Colours may vary. Parking available at $85/month. Storage available starting at $40/month. Please note: No dogs/smoking allowed in this condo building."
https://ottawa.craigslist.org/apa/d/orleans-townhouse-for-rent-ottawa/7157695427.html,609 Petrichor Cr near Gerry Lalonde Dr,"https://www.google.com/maps/search/45.452078,-75.490223",/ 4br - ,$2500,2020-07-11T18:08:06-0400,"c(""4BR / 3.5Ba"", ""available sep 3"", ""townhouse"", ""w/d in unit"", ""no smoking"", ""attached garage"")",(Avalon),"UTILITIES
Heating: Natural Gas: Tenant pays
Cooling: Central Air
Hydro: Hydro Ottawa: Tenant pays
Water: City of Ottawa: Tenant pays
HWT Rental: Tenant pays
INCLUDED: Window Coverings, Refrigerator, Stove, Dishwasher, Washer, Dryer
Ottawa, Orleans (Avalon). Executive END UNIT Townhouse for rent with 4 bedrooms AND 3.5 bathrooms. Open concept main floor with living/dining rooms and gleaming hardwood floors. Eat-in kitchen with all stainless steel appliances, plenty of cupboards and counter space. Dining area with patio door that leads to the fenced backyard. Master bedroom is spacious w/ensuite, oversize glass shower and walk-in closet. 3 secondary bedrooms of good size on the upper level. Finished basement w/high ceiling, large window, gas fireplace, a 3rd full bathroom, finished laundry room and plenty of storage! Single Car Garage. A/C. Close to parks, bike paths, schools, transit and shopping!"
https://ottawa.craigslist.org/apa/d/orleans-townhouse-for-rent-ottawa/7157685384.html,653 Petrichor Cr near Gerry Lalonde Dr,"https://www.google.com/maps/search/45.453154,-75.490101",/ 3br - ,$2100,2020-07-11T17:50:02-0400,"c(""3BR / 2.5Ba"", ""available sep 1"", ""townhouse"", ""w/d in unit"", ""no smoking"", ""attached garage"")",(Avalon),"UTILITIES
Heating: Natural Gas: Tenant pays
Cooling: Central Air
Hydro: Hydro Ottawa: Tenant pays
Water: City of Ottawa: Tenant pays
HWT Rental: Tenant pays
INCLUDED: Window Coverings, Refrigerator, Stove, Dishwasher, Washer, Dryer, Central Vac (No Warranty)
Ottawa, Orleans (Avalon). Executive Townhouse for rent with 1,686 square feet, 3 bedrooms and 2.5 bathrooms.  Open concept living/dining rooms. Eat-in kitchen with stainless steel appliances and patio door that leads to the backyard. Carpets throughout. Master bedroom with walk-in closet and 4pce ensuite w/oversize shower. 2 secondary good size bedrooms. Finished Basement w/High Ceiling & Large Window, Laundry/Utility Room & Storage. Single Car Garage. A/C. Close to parks, bike paths, schools, transit and shopping! NO PETS AND NO SMOKING PLEASE."
https://ottawa.craigslist.org/apa/d/gatineau-downtown-hull-apartment/7161322470.html,11 Rue Cleroux near Berri,NA,/ 1br - 500ft,$700,2020-07-17T21:21:11-0400,"c(""1BR / 1Ba"", ""500ft2"", ""\n                        sunday 2020-07-19\n                    "", ""\n                        monday 2020-07-20\n                    "", ""EV charging"", ""cats are OK - purrr"", ""dogs are OK - wooof"", ""furnished"", ""apartment"", ""laundry in bldg"", ""off-street parking"", ""wheelchair accessible"")",(Gatineau / Hull),"Looking to live in an apartment run by a slum landlord that tries to gaslight you into believing you are the only one who has problems with:

* Most of the bedbugs, mice and cokroaches are now gone!
* Need ANY drugs, never have to put shoes on!
* Constant renovations from 6am - 4:20pm
* “Eco” toilets that only flush once a day - tyring to be GREEN!
* You must agree that I come by anytime to use your toilet! 
* Surprise unannounced water shutoffs
* Mold, cracks but I promise to paint any room with the cheapest paint I can find, probably pink or peach yellow.
* Thin windows so please use heat sparingly because while it’s all utilities included, I don’t always turn the heat on because it’s expensive.
* I’m okay if you just want to rent to grow ‘plants’

I always have someone else post my ads with a lower cost than I actually plan on renting to you. What are you going to do during a pandemic anyway? I'm SO smart right!! haha

For references, 911 knows me very well but don’t believe anything the neighbours say!! They’re just jealous I can fit 11 units into a home that can only legally have 4! I’m VERY smart. Join us for big parties on Welfare Day!

Sue:  

I also have properties at 64 & 66 Rue Gamelin on the same black."
https://ottawa.craigslist.org/apa/d/ottawa-huge-renovated-2br-plus-den-with/7163532033.html,NA,"https://www.google.com/maps/search/45.426654,-75.681440",/ 2br - ,$1795,2020-07-21T17:29:13-0400,"c(""2BR / 1Ba"", ""available sep 1"", ""cats are OK - purrr"", ""apartment"", ""w/d in unit"", ""no smoking"", ""no parking"")",(289 Nelson Street),"Renovated 2 bedroom plus den in Sandy Hill available September 1st. Steps from shopping, restaurants, entertainment and the Byward Market! This unit is the complete second floor of an expanded Victorian Fourplex . Newer floors, large kitchen with fridge/stove/hood fan, living area, dining area, large den featuring west facing private balcony, in-unit laundry, huge bedrooms and tons of closet space! $1795 plus hydro. Heat and water included. No dogs, no smoking. To schedule a showing, respond to Cityview Rental Services through this post. Please include your phone number and a bit about yourself. Thanks."
https://ottawa.craigslist.org/apa/d/ottawa-large-1br-apt-uottawa-sandy-hill/7163564225.html,NA,NA,/ 1br - ,$1100,2020-07-21T18:22:37-0400,"c(""1BR / 1Ba"", ""available aug 1"", ""apartment"", ""w/d in unit"", ""no smoking"", ""off-street parking"")",(Sandy Hill / UOttawa),"Extensively renovated building in 2014-15. Large 1BR apt (rear facing) opening up for September 1st, 2020. (Earlier move in date may be possible.)

Large open concept living room/kitchen as you enter apartment.

One medium sized bedroom. Bathroom with shower. All rooms have high ceilings, large windows, hardwood floors and plenty of natural sunlight.

Super closer to the University of Ottawa, the Rideau Centre, Downtown Ottawa and the Byward Market. Beautiful inside and out and close to everything (university, transit, shopping, and Ottawa sites)!

Perfect for a young professional, university students, and international visitor. Enjoy the very best of Ottawa living close to shopping, entertainment, and business areas.

Available for:

September 1st, 2020 to August 31, 2021 (12 months). Earlier start date may be possible.


The 4-plex is a minute from campus (Tabaret Hall), 1 minute to the Rideau Centre, 1 minute to groceries; 2 minutes to the Byward Market. A fabulous location for being close to things. Close to everything in the heart of Sandy Hill.

Brand new appliances in 2015 for the apartment (fridge, stove, washer/dryer combo).

Parking available next door at $100/mo for tenant or $130/mo for non-tenants."
https://ottawa.craigslist.org/apa/d/nepean-1-bedroom-furnished-apartment/7163627662.html,NA,NA,/ 1br - ,$1150,2020-07-21T20:28:33-0400,"c(""1BR / 1Ba"", ""available jul 21"", ""loft"", ""w/d in unit"", ""no smoking"", ""off-street parking"")",(Ottawa),"a one bedroom furnished apartment with lots of storage ""3 big closets, which one can be used as pantry"" for rent for $1150.00 per month.
It's a private apartment with its own entrance door inside a beautiful house, only shared main entrance to the house.
Parking is available if request with additional cost.  
No pets, non smoker.
Quiet street, nice safe neighborhood. 
We are looking for a clean, quiet and professional personal.
We can set an appointment, either through video chat, or if you can come to the house, we have cleaning station at entrance, bring your mask."
https://ottawa.craigslist.org/apa/d/ottawa-3rd-floor-1bed-1bed-apartment/7163650036.html,35 Glen Ave #3,"https://www.google.com/maps/search/45.392285,-75.684132",/ 1br - 750ft,$1650,2020-07-21T21:21:47-0400,"c(""1BR / 1Ba"", ""750ft2"", ""available sep 1"", ""cats are OK - purrr"", ""dogs are OK - wooof"", ""apartment"", ""w/d in unit"", ""no smoking"", ""off-street parking"")",(35 Glen Ave #3),"FEATURES

Price: $1,650.00
Location: 35 Glen Ave #3, Ottawa, ON K1S 2Z6
Bedrooms: 1
Bathrooms: 1
Square Feet: 750
Pets Allowed? Yes, some pets will be allowed (Small pet)
Smoking Allowed? No
Furnished: No
Date Available: September 1st, 2020
________________________________________
Description:

Top floor 1 Bed/ 1 Bath apartment in a Triplex in Old Ottawa South (Walking distance to Lansdowne Park & Rideau Canal).  Loft style apartment with bedroom and living/dining room combination. Hardwood floors throughout the apartment.  Kitchen features a stove and a fridge (no dishwasher).  Full bathroom with shower/tub combination and stacked washer/dryer in bathroom. Bedroom in the front of the unit (facing Glen Ave) with a big window and sitting area. No outdoor patio, only fire escape stairs to shared backyard (only asphalt, no grass). 

Central Heat (No AC).

1 car parking included (in the back of the house/shared driveway) **will only fit a small car**.  

No smoking. Some pets will be allowed.

Walking distance to lots of amenities, groceries, pharmacies, bus routes, coffee shops and more. Minutes to downtown with a beautiful commute on Colonel By rd.  All the perks of Bank St and walking distance to Lansdowne Park with all shops, movie theater and restaurants. The Rideau canal is just a few blocks away. 

$1,650/month + hydro.  Minimum 1-year lease. First & Last w/credit App approval.  

Apartment is available for move in for September 1st.  Reply to this Ad to view the unit right away.

Full Video Walkthrough: https://www.youtube.com/watch?v=eyyTdRHvu_s&feature=youtu.be
________________________________________
What is included?
•	Laundry
   Location: Private In-Suite
   Cost: Private - Tenant's Utilities
•	Outdoor Spaces:
   Patio Access: None
   Deck Access: None
•	Building Details
   Elevator: No
   Wheelchair Access: No
•	Parking Spots (comments/price):
  Parking: 1 spot(s) included, uncovered parking in the back of building (small car only)"
https://ottawa.craigslist.org/apa/d/greely-luxury-house-4-bed-35-bath/7150367105.html,6455 Waddion Dr,"https://www.google.com/maps/search/45.251175,-75.599756",/ 4br - 3700ft,$3500,2020-06-29T09:08:37-0400,"c(""4BR / 3.5Ba"", ""3700ft2"", ""available aug 1"", ""cats are OK - purrr"", ""dogs are OK - wooof"", ""house"", ""w/d in unit"", ""no smoking"", ""attached garage"")",(6455 Waddion Dr),"FEATURES

Price: $3,500.00
Location: 6455 Waddion Dr, Ottawa, ON K4P 1E7
Bedrooms: 4
Bathrooms: 3.5
Square Feet: 3,000 + additional 1,200 with finished basement
Pets Allowed? Yes, some pets will be allowed
Smoking Allowed? No
Furnished: No
Date Available: July 15th, 2020 (or before if needed)
________________________________________
Description:

Beautiful luxury Georgian style 4 Bed (One Large Master Bedroom with on suite, plus three spacious bed rooms with large windows, 3.5 Bath detached home in the peaceful community of Greely in Ottawa. This home is situated on a premium private lot and had lots of upgrades throughout the house and outside landscaping with well designed irrigation system. You will find formal living and dining rooms in front of the house allowing a more intimate entertaining experience, while the back of the home opens to a generous, relaxed family gathering space. The family room features a beautiful gas fireplace and overlooks the backyard. The open concept kitchen/dining room overlooks the family room and features granite countertops and stainless steel appliances. All 4 bedrooms are located on the 2nd level. The master suite boasts a walk-in closet and stunning 5-piece bath with an electric fireplace. Three large additional bedrooms and full bathroom with standing shower. Fully finished basement features a beautiful three-sided gas fireplace defines a multi-purpose space with heated floors throughout the basement and 3-piece bath (with shower). Amazing spacious laundry, independent storage and workshop complete the needs of a fully-functional home. Incredible backyard, very private with lots of trees and very peaceful (1plus Acre Lot). Great access to local parks, Greely loop and trails. The newly developed shopping amenities area alongside bank street is hardly five minutes’ drive away. Great home.

Central air conditioning/heating, central vacuum systesm, Double attached car garage + extra large driveway and detached garden shed with finished workshop space and to store garden supplies and equipment.

No smoking. Some pets allowed.

$3,500/month + utilities. First & Last w/credit App approval.

Home is available for move-in July 15th (or before if needed).  Reply to this Ad if you would like to apply for this unit.

Full Video Walkthrough: https://www.youtube.com/watch?v=hInHJZEzVMI&feature=youtu.be
________________________________________
What is included?
•	Laundry
   Location: Private In-Home (in basement)
   Cost: Private - Tenant's Utilities
•	Outdoor Spaces:
   Use of Yard: Yes, private
   Fenced Yard: Not fenced
   Patio Access: yes, large landscaped area and BBQ area
•	Building Details
   Elevator: No
   Wheelchair Access: No
•	Parking Spots (comments/price):
  Parking: 10 spot(s) included, Double car garage + 8 car driveway"
https://ottawa.craigslist.org/apa/d/stittsville-newly-built-townhome-3bed/7150450406.html,148 Lanceleaf Way,"https://www.google.com/maps/search/45.279953,-75.889766",/ 3br - 1700ft,$1950,2020-06-29T11:24:49-0400,"c(""3BR / 2.5Ba"", ""1700ft2"", ""available sep 1"", ""townhouse"", ""w/d in unit"", ""no smoking"", ""attached garage"")",(148 Lanceleaf Way),"FEATURES

Price: $1,950.00
Location: 148 Lanceleaf Way, Ottawa, ON K2S 1E7
Bedrooms: 3
Bathrooms: 2.5
Square Feet: 1,700
Pets Allowed? No pets allowed
Smoking Allowed? No
Furnished: No
Date Available: September 1st, 2020
________________________________________
Description:

Amazing newly built 2-storey end-unit townhome in the heart of Kanata Fairwinds community.  Open concept living/dining/kitchen area great for entertaining with gas fireplace. Upscale Townhome. Hardwood and tile through the main level. Main level den/office or family room. Master suite offers a walk-in closet and luxury ensuite with shower/tub combination. Second floor laundry room. Good size 2nd and 3rd bedrooms with big closets.  All carpet upstairs. Unfinished basement. 

Central air (with central AC). Tankless hot water tank. Attached 1 car garage + 2 car driveway.  

No smoking, No pets allowed.

The neighborhood still in construction.

Walking distance to parks, trails, transit, shopping and schools. Located near Tanger mall, Centrum mall, Movati, Cosco, and the highway 417 just minutes away. Close to Canadian Tire Center. Its convenient location is steps away from the CTC, shopping, transit, parks, and more.   Near High Tech companies and the new Department of National Defense site.

$1,950/month plus utilities. Minimum 1 year lease. First & Last w/credit App approval.  

Townhome is available for move in for September 1st.  Reply to this Ad to view the unit. 

Full Video Walkthrough: https://www.youtube.com/watch?v=4RBYcKLM3UQ&feature=youtu.be
________________________________________
What is included?
•	Laundry
   Location: Private In-Home/In-Suite
   Cost: Private - Tenant's Utilities
•	Outdoor Spaces:
   Use of Yard: Yes
   Fenced Yard: No fence
   Patio Access: None
   Deck Access: None
•	Building Details
   Elevator: No
   Wheelchair Access: No
•	Parking Spots (comments/price):
  Parking: 3 spot(s) included, 1 single car garage + 2 car driveway"
https://ottawa.craigslist.org/apa/d/ottawa-luxury-1bed-1bath-condo-downtown/7150478605.html,202 St Patrick St,"https://www.google.com/maps/search/45.429909,-75.694073",/ 1br - 422ft,$1675,2020-06-29T12:03:17-0400,"c(""1BR / 1Ba"", ""422ft2"", ""available sep 1"", ""apartment"", ""w/d in unit"", ""no smoking"", ""no parking"")",(202 St Patrick St #13),"FEATURES

Price: $1,675
Location: 202 St Patrick St #13, Ottawa, ON K1N 5K3
Bedrooms: 1
Bathrooms: 1
Square Feet: 422
Pets Allowed? No pets allowed
Smoking Allowed? No
Furnished: No
Date Available: September 1st, 2020
________________________________________
Description:

Welcome to Domus Lofts! Urban luxury living at its best! 1 bedroom (loft) with sliding barn glass doors & 1 bathroom, loft style condo. Hardwood flooring throughout, large windows and beautiful luxury finishes. Beautiful high-end kitchen including glass backsplash, high gloss cabinets and stainless steel appliances. Bathroom features glass shower surrounded with tile and quartz counter top sink. Roomy bedroom with view on Murray St. In-suite washer/dryer.

No parking available. No pets allowed.

Located between Murray and St. Patrick, this loft is surrounded by shops, restaurants & boutiques. With access to the Queensway just a few minutes away, those who need to leave the vibrant ByWard market may do so with ease. OC Transpo routes 9 is within steps of the building. Grocery stores are just a few blocks away and Rideau Centre is within a 10 min walk. The National Capital Commission bike trails are steps away, as are parliament, the NAC, art galleries and green spaces along the river valley.

Unfurnished: $1,675/Month + Hydro (Water and Heat included). First & Last w/credit App approval.

Apartment is available for move-in September 1st.  Reply to this Ad to view the unit right away.
________________________________________
What is included?
•	Laundry
   Location: Private In-Home/In-Suite
   Cost: Private - Tenant's Utilities
•	Outdoor Spaces:
   Use of Yard: None
   Patio Access: None
•	Building Details
   Elevator: No
   Wheelchair Access: No
   Gym: No
   Pool: No
•	Parking Spots (comments/price):
  Parking: No spot included (no parking available in the building)"
