,adId,url,address,province,latitude,longitude,rent,utilities,description,Furnished,Bathrooms,Bedrooms,For Rent By,Pet Friendly,Water,Heat,Hydro,Agreement Type,Parking Included,Accessible Washrooms in Suite,Audio Prompts,Braille Labels,Elevator in Building,Storage Space,Internet,Cable / TV,Visual Aids,Barrier-free Entrances and Ramps,Bicycle Parking,24 Hour Security,Concierge,Pool,Gym,Smoking Permitted,Balcony,Yard,Air Conditioning,Fridge / Freezer,Dishwasher,Laundry (In Building),Laundry (In Unit),Wheelchair accessible,building_access,laundry,Unit Type,Size (sqft),Virtual Options,Term Agreement,Move-In Date
164,1514646245.0,https://www.kijiji.ca/v-apartments-condos/ottawa/luxury-1bed-1bath-condo-mondrian-tower-324-laurier-ave-1-700/1514646245,"324 Laurier Ave, Ottawa, ON, K1A 0A4",ontario,45.418192100000006,-75.6993538,1700.0,,"This 1 bedroom/1 bathroom unit located right downtown inside of the Mondrian. A north facing unit with stunning views of the peace tower and the sparkling lights of the city. Modern finishings like exposed concrete ceilings, floor to ceiling windows, hardwood floors, stainless appliances, granite counters, in-unit laundry, and extra large full unit width balcony. One large indoor storage locker is included. Condo is on the smaller side (485 sq/ft).<br /> <br /> Central air conditioning/heating. <br /> <br /> No smoking. No pets. No parking spot included.<br /> <br /> Located at the corner of Bank Street and Laurier avenue this loft is only steps to work, play, and all of the shopping and restaurants that you can handle. Keep in mind that you might never need to drive again while living at such a central location. <br /> <br /> The building features a full-time concierge, security, three high-speed elevators, car wash area, and large sixth-floor amenities area. Enjoy a workout in the gym, followed by a dip in the outdoor rooftop pool, and then relax in the sun inside the poolside cabanas. The outdoor amenities also features a wrap-around terrace, large gas barbecue, and large outdoor dining area. Use the party room as an extension of your condo, which is recently renovated and features a billiards table, cable tv with couches, dining space, and wet bar, or reserve it for a private party. The building features Fibrestream internet.<br /> <br /> $1,700/month + Hydro (Heat and Water/Sewer included). First & Last w/credit App approval. <br /> <br /> Condo is available for move in July 1st. Reply to this Ad today to view the property.",No,1.0,1,Professional,No,Yes,Yes,No,1 Year,0,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,,,Condo,,,,
165,1514645251.0,https://www.kijiji.ca/v-apartments-condos/ottawa/sept-spacious-and-contemporary-student-apartment-in-sandy-hill/1514645251,"119 Sweetland Avenue, Ottawa, ON, K1N 7V1",ontario,45.4225866,-75.6764215,4650.0,,"<p><strong>Sept 2020 Availability</strong></p>These spaces are in ideal walking distance to the University of Ottawa and all of its amenities. Not to mention other close landmarks such as; the Byward Market, Downtown Ottawa, the Rideau Canal, the Rideau Center, Parliament Hill, Strathcona park, grocery stores (Metro/Loblaws), public transport/LRT, and much more.<br /><br />Features:<br />- Large Open-Concept Living Room and Kitchen<br />- 6 Spacious Rooms<br />- View overlooking the park<br />- Walking Distance to Campus!",No,2.5,5+,Professional,Limited,Yes,Yes,Yes,1 Year,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outdoors only,Yes,No,No,No,No,No,No,No,,,Apartment,,,,
166,1514645253.0,https://www.kijiji.ca/v-apartments-condos/ottawa/multiple-rental-options-and-virtual-tours-available/1514645253,"119 Sweetland Avenue, Ottawa, ON, K1N 7V1",ontario,45.4225866,-75.6764215,,,"<strong><strong>Multiple Rental Options and Virtual Tours Available!</strong><br /><br />6-Bedroom Home Beside uOttawa for September<br /></strong><br />These spaces are in ideal walking distance to the University of Ottawa and all of its amenities. Not to mention other close landmarks such as; the University of Ottawa, the Byward Market, Downtown Ottawa, the Rideau Canal, the Rideau Center, Parliament Hill, Strathcona park, grocery stores (Metro/Loblaws), public transport/LRT, and much more.<br /><br />Features:<br />- Large Open-Concept Living Room and Kitchen<br />- 6 Spacious Rooms<br />- View overlooking the park<br />- Walking Distance to Campus!<br /><br /><strong>Many properties to come available. Please inquire for further details!</strong>",No,2.5,5+,Professional,Limited,Yes,Yes,Yes,1 Year,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outdoors only,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,Apartment,,,,
167,1514643991.0,https://www.kijiji.ca/v-apartments-condos/ottawa/sept-2020-4-bedroom-available-near-the-university-of-ottawa/1514643991,"176 Greenfield Avenue, Ottawa, ON, K1S 0Y1",ontario,45.4143961,-75.68040309999998,3400.0,,"<strong>Multiple Options and Video Tours Available!</strong><br /><br /><strong>Spacious 4-Bedroom, 1.5-Bathroom near the University of Ottawa</strong><br /><br />176 Greenfield is a perfect balance and location between downtown Ottawa and the Rideau Canal, with a luxurious and contemporary feeling. 176 Greenfield is located near the University of Ottawa and a short distance to Carleton University. It is situated at Main Street with close access to the ByWard Market, Lansdowne Park, TD Place, the Glebe, and Bank Street which includes grocery, gym, and shopping sites.<br /><br />Experience up-scale living today and all the benefits of this fantastic building. 4 spacious bedrooms, 1.5 baths, and an amenity package to make for convenient living.<br /><br />Features:<br />- Open-Concept Kitchen<br />- Bright and Large Windows<br />- Key-less Entry<br />-And much more!",No,1.5,4,Professional,Limited,Yes,No,No,1 Year,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outdoors only,No,No,Yes,Yes,Yes,No,Yes,No,,,Apartment,,,,
168,1514643992.0,https://www.kijiji.ca/v-apartments-condos/ottawa/4-bedroom-1-5-bathroom-in-downtown-ottawa-for-may-2020/1514643992,"176 Greenfield Avenue, Ottawa, ON, K1S 0Y1",ontario,45.4143961,-75.68040309999998,3400.0,,"<strong>Available May 2020</strong><br /><br /><strong>Spacious 4-Bedroom, 1.5-Bathroom in Downtown Ottawa near the University of Ottawa</strong><br /><br />176 Greenfield is a perfect balance and location between downtown Ottawa and the Rideau Canal, with a luxurious and contemporary feeling. 176 Greenfield is located near the University of Ottawa and a short distance to Carleton University. It is situated at Main Street with close access to the ByWard Market, Lansdowne Park, TD Place, the Glebe, and Bank Street which includes grocery, gym, and shopping sites.<br /><br />Experience up-scale living today and all the benefits of this fantastic building. 4 spacious bedrooms, 1.5 baths, and an amenity package to make for convenient living.<br /><br />Features:<br />- Open-Concept Kitchen<br />- Bright and Large Windows<br />- Key-less Entry<br />-And much more!",No,1.5,4,Professional,Limited,Yes,No,No,1 Year,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outdoors only,No,No,No,No,No,No,No,No,,,Apartment,,,,
169,1514644949.0,https://www.kijiji.ca/v-apartments-condos/ottawa/brand-new-luxury-2-bedroom-available-with-flexible-start-date/1514644949,"Hinchey Avenue, Ottawa, ON, K1Y 1L6",ontario,45.4058877,-75.73001020000001,2400.0,,"<strong>Only one unit remaining!</strong><br /><br />These gorgeous and spacious 2-bedroom apartments are located in Hintonburg/Mechanicsville, and neighboring Westboro, Wellington Village, Chinatown, Downtown Ottawa, the Ottawa River, Light-Rail Transit and many grocery/shopping sites.<br /><br />These new 2-bedroom units include an bright and open-concept living room, kitchen their own private basement storage locker. This final unit remaining includes an additioan basement living room and it's own private entrances and exits (no shared spaces).<br /><br />Features:<br />- Large Open-Concept 2-Bedrooms<br />- Private Storage Access<br />- Perfect Location<br /><br />Contact for more information and a virtual tour.",No,1.0,2,Professional,Limited,Yes,No,No,1 Year,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outdoors only,No,No,Yes,Yes,Yes,Yes,Yes,No,,,Duplex/Triplex,,,,
170,1514643964.0,https://www.kijiji.ca/v-apartments-condos/ottawa/manor-park-uottawa-la-cite-4-bed-apartment-sept-2020/1514643964,"403 Peach Tree Lane, Ottawa, ON, K1K 2Z7",ontario,45.4478285,-75.64940109999998,2300.0,,"<p>Spacious four bedroom, one bathroom for rent in the Manor Park/Rideau-Rockliffe neighbourhood of Ottawa. Showings to be subjected on a case by case basis; COVID-19 protocol required. Video available as well. Many furnishings available as seen in photos.</p><p>Great location near uOttawa/Sandy Hill, Monfort Hospital, Cite Collegiale, CSIS, CMHC, Beechwood Ave, NRC, St Laurent, and central/walkable to many necessities as well being along a transit route. Minutes to Downtown. Seeking students, young professional, and family groups.</p><p>Features:</p><p>- 1 Parking space included<br />- On-Site coin laundry<br />- Kitchen has dishwasher, fridge, stove, microwave<br /><br /></p>",Yes,1.0,4,Professional,Limited,Yes,No,No,1 Year,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,,,Apartment,,,,
171,1514642794.0,https://www.kijiji.ca/v-apartments-condos/ottawa/sept-2020-6-bedroom-near-uottawa-in-sandy-hill-all-in/1514642794,"72 Sweetland Avenue, Ottawa, ON, K1N 7T8",ontario,45.4243144,-75.67850109999998,725.0,,"<p><b>6-Bedroom Apartment Available | We Accept Groups, or Individuals</b></p><p><br />These units feature laminate hardwood floors, granite countertops, elegant cabinetry, and stainless steel appliances.</p><p>Located in the heart of the Sandy Hill, 72 Sweetland is within proximity to the University of Ottawa, Morisset Library, downtown Ottawa, ByWard Market, Rideau Canal, Rideau Center, Parliament Hill and multiple grocery and shopping sites.</p><p>Also included:<br />- Bright and spacious rooms<br />- Padlock entrances<br />- On-Site Laundry<br />- All-Inclusive!<br /><br /><strong><em>Please Contact For More Pictures / Videos!</em></strong></p>",No,2.0,5+,Professional,Limited,Yes,Yes,Yes,1 Year,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outdoors only,No,No,No,No,No,No,No,No,,,House,,,,
172,1514642226.0,https://www.kijiji.ca/v-apartments-condos/ottawa/sept-2020-spacious-6-bedroom-home-in-sandy-hill-4500/1514642226,"466 Nelson Street, Ottawa, ON, K1N 7S8",ontario,45.421839399999996,-75.67789870000001,4500.0,,"<p><strong>6-Bedroom, 3-Bathroom Home Available in Sandy Hill for September 2020 - $4500 all inclusive !<br /><br /></strong>We accept groups of students & young professional<br /><br />466 Nelson is a multi-level 6-bedroom home with spacious and private bedrooms. Situated in the heart of Sandy Hill, 466 Nelson neighbours downtown Ottawa and the University of Ottawa. This is in addition to the ByWard Market, Rideau Center, Rideau Canal, Parliament Hill and many more grocery/shopping sites.</p><p>Features:</p><ul><li>Multiple Levels for Privacy/Space</li><li>Front Balcony</li><li>Kitchen Appliances (Refrigerator, Stove/Oven, Microwave)</li><li>In-Suite Laundry</li><li>All-Inclusive Amenities</li></ul>",No,3.0,5+,Professional,Limited,Yes,Yes,Yes,1 Year,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outdoors only,No,No,No,No,No,No,No,No,,,House,,,,
173,1514640021.0,https://www.kijiji.ca/v-apartments-condos/ottawa/sept-2020-6-bedroom-3-bathroom-student-groups/1514640021,"133 Sweetland Avenue, Ottawa, ON, K1N 7V1",ontario,45.422498100000006,-75.676316,,,"<p><strong>133 Sweetland Avenue - Available for September 2020</strong></p><p>This gorgeous 6-bedroom apartment is in ideal walking distance to the University of Ottawa and all of its amenities. Not to mention other close landmarks such as; the Byward Market, Downtown Ottawa, the Rideau Canal, the Rideau Center, Parliament Hill, Strathcona park, grocery stores (Metro/Loblaws), public transport/LRT, and much more.</p><p>Features:<br />- Large Open-Concept Living Room and Kitchen<br />- 6 Spacious Rooms<br />- 3 Bathrooms<br />- Large View Overlooking the Sandy Hill Community Park<br />- Only a Few Minutes to Campus!<br /><br /><strong>We accept student groups & young professionals</strong><br /><br /><em>Text 613-986-2876 or email for more information!</em></p>",No,3.0,5+,Professional,Limited,Yes,Yes,No,1 Year,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outdoors only,No,No,No,No,No,No,No,No,,,Apartment,,,,
174,1514641205.0,https://www.kijiji.ca/v-apartments-condos/ottawa/students-large-5-bedroom-house/1514641205,"2554 Carling, Ottawa, ON, K2B 7H4",ontario,45.36313089999999,-75.7860917,2800.0,,"<p>Algonquin College students, newly renovated five bedroom house<br /><br />Only steps from the transit way and bike path to get to college. This bright, renovated five bedroom house has three bedrooms on the top levels with beautiful hardwood throughout. Two large bedrooms and a den in the basement have new hardwood laminate. Large kitchen with plenty of storage space. Bathroom is renovated with tile shower, new tiles on the floor and vanity. A large living room has a big picture window with lots of light and space to relax. This property is across the street from Lincoln Fields shopping center with all of the amenities you need. A nice size yard means you can enjoy outdoor space as well.</p><p>There are two parking spots included with the lease.</p><p>SUMMER DEAL ON RENT - $2800.00 from May 1st to August 31st.<br />** September 1st - rent goes to $3200.00<br /><br />Available Now!</p>",No,2.0,5+,Professional,No,Yes,Yes,Yes,1 Year,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,House,,,,
175,1514641501.0,https://www.kijiji.ca/v-apartments-condos/ottawa/sept-university-of-ottawa-5-bedroom-2-bathroom-in-sandy-hill/1514641501,"84 Russell Avenue, Ottawa, ON, K1N 7X1",ontario,45.4246939,-75.67733439999998,4125.0,,"<p><strong>Spacious 5-Bedroom Apartment in Sandy Hill Available September 2020<br /></strong><br />84 Russell is located in the heart of Sandy Hill, neighbouring downtown Ottawa and beside the University of Ottawa and all of its faculties (classes, Minto Sports Complex, Morisset Library, and much more). This is in addition to the ByWard Market, Rideau Center, Rideau Canal, Parliament Hill, and grocery/shopping sites!</p><p>Also included:</p><ul><li>Hardwood/laminate finishes</li><li>Granite countertops</li><li>9"" ceilings</li><li>Spacious and ample lighting</li><li>4 Appliances (fridge, stove, microwave, dishwasher)</li></ul>Available September",No,2.0,5+,Professional,Limited,Yes,Yes,Yes,1 Year,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outdoors only,No,No,No,No,No,No,No,No,,,House,,,,
176,1514640019.0,https://www.kijiji.ca/v-apartments-condos/ottawa/sept-2020-six-bed-apartment-sandy-hill-uottawa/1514640019,"133 Sweetland Avenue, Ottawa, ON, K1N 7V1",ontario,45.422498100000006,-75.676316,4650.0,,"<p><strong>Spacious and Contemporary Student Apartment for Sept 2020</strong></p><p>These spaces are in ideal walking distance to the University of Ottawa and all of its amenities. Not to mention other close landmarks such as: the Byward Market and downtown Ottawa, the Rideau Canal, the Rideau Center, Parliament Hill, Strathcona park, grovery stores (Metro/Loblaws), public transport/LRT, and much more.</p><p>The property features an all inclusive package, on-site laundry, modern hardwood and granite finishes, AC/Heat, parking options (first come first serve), large bedrooms, and plenty more. Inquire for more details. Prices and pictures may vary, E. & O.E.<br /><br />$4650 + hydro</p>",No,2.5,4,Professional,No,Yes,Yes,No,1 Year,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outdoors only,No,No,No,No,No,No,No,No,,,Apartment,,,,
177,1514641448.0,https://www.kijiji.ca/v-apartments-condos/ottawa/sept-2020-4-bedroom-available-near-carleton-university/1514641448,"126 Hopewell Avenue, Ottawa, ON, K1S 2Z3",ontario,45.3911419,-75.688209,3100.0,,"<p><strong>Spacious 4-Bedroom Apartment Available in Old Ottawa South<br /></strong><br />Spacious 4-bedroom apartment at 126 Hopewell Avenue featuring all-inclusive amenities. This gorgeous apartmentis located in the heart of Old Ottawa South, close to the Glebe, Carleton University, Lansdowne, Bank Street and various shopping and grocery stores. Ideal for students and/or young professionals.</p><p>Also included:</p><ul><li>Hardwood/laminate finishes</li><li>Granite countertops</li><li>9"" ceilings</li><li>Spacious and ample lighting</li></ul>",No,2.0,4,Professional,No,Yes,Yes,Yes,1 Year,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outdoors only,No,No,Yes,Yes,No,No,Yes,No,,,House,,,,
178,1514639741.0,https://www.kijiji.ca/v-apartments-condos/ottawa/one-bedroom-dt-near-uottawa-775-all-inclusive/1514639741,"119 Daly Ave., Ottawa, ON, K1N 6E6",ontario,45.4272849,-75.6857735,775.0,,"<p><strong>We Accept Students & Young Professionals | Available For September 2020<br /></strong><br />Downstairs (Half dig, good lighting, 4 feet tall windows) one bedroom apartment right in the heart of Downtown Ottawa and up the road from the University of Ottawa. Ideal for any student or young professional/couple looking for a comfortable place to pursue work or studies. Rideau street is two blocks away, with grocery stores and a pharmacy right beside. In addtion, it is a 5 minute walk to restaurants, entertainment, shopping sites, the Rideau Center, Parliament Hill, and much more.<br /><br />No parking offered here, street parking available.<br /><br />Walkscore of 98!</p>",No,3.0,1,Professional,No,Yes,Yes,Yes,1 Year,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outdoors only,No,No,No,No,No,No,No,No,,,Apartment,,,,
179,1514639452.0,https://www.kijiji.ca/v-apartments-condos/ottawa/sept-2020-750-room-we-accept-students-young-professionals/1514639452,"413 Chapel, Ottawa, ON, K1N 7Z7",ontario,45.423491299999995,-75.674403,750.0,,"<p><strong>WE ACCEPT STUDENT & YOUNG PROFESSIONAL GROUPS OR INDIVIDUALS</strong><br /><br />This 5 bedroom, 2 full bathroom renovated unit is prime location to the University of Ottawa. Gorgeous lighting, hardwood finish, spacious rooms, and a furnished living room!<br /><br />Right in the heart of Sandy Hill this house is situated near the Minto Sports Complex, ByWard Market, Downtown Ottawa (including Parliament and the Rideau Center), and the Rideau River. Great access to grocery/restaurants, walking/biking paths, and OC Transpo/bus access. It is also a block from Laurier Avenue, allowing you to be in walking distance to every building on campus. All inclusive, no utilities to pay and complimentary internet offered. We are welcoming to all; students, internationals, sports teams, and young professionals.<br /><br />Included items:</p><p>- Hardwood/laminate<br />- 9 foot ceilings<br />- Large rooms<br />- 4 appliances (fridge, stove, microwave, dishwasher)<br />- In-suite laundry (free)<br />- Secure Padlock entrance<br />- Parking available (extra)<br /><br /><em><strong>Text 613-986-2876 or email for more information!</strong></em></p>",No,2.0,5+,Professional,Limited,Yes,Yes,Yes,1 Year,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outdoors only,No,No,No,No,No,No,No,No,,,Apartment,,,,
180,1514637439.0,https://www.kijiji.ca/v-apartments-condos/ottawa/cozy-1-bedroom-apartment-in-sandy-hill-available-sept-1st/1514637439,"48 Sweetland Avenue, Ottawa, ON, K1N 7T6",ontario,45.4253866,-75.67941309999998,1500.0,,"<p><strong>48 Sweetland Avenue | Available September 1st| </strong><strong>Professionally Managed by Sleepwell Property Management.</strong></p><p>Amazing Sandy Hill location! Just minutes from the University of Ottawa, the Byward Market, and everything to offer in the Downtown area.<br /><br /><strong>Unit Features:</strong></p><p>Clean, comfortable 1 bedroom apartment full of character!</p><ul><li>Open concept living room and kitchen space</li><li>Laminate counter-tops</li><li>Spacious bedroom with hardwood floors</li><li>Private balcony</li><li>En-suite laundry</li><li>Parking available</li><li>Unit is currently being renovated</li></ul><p><strong>Utilities Extra:</strong></p><ul><li>Hydro and Hot Water</li><li>Hot Water Tank Rental Fee</li></ul><p><strong>Utilities Included:</strong></p><ul><li>Heat and Water</li></ul>",No,1.0,1,Professional,Yes,Yes,Yes,No,1 Year,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,,,Apartment,,,,
181,1514636969.0,https://www.kijiji.ca/v-apartments-condos/ottawa/1101-1-ch-montreal-899-par-mois/1514636969,"1101 rue Montréal, Masson-Angers, QC, J8M 2H1",ontario,45.5232441,-75.4907644,899.0,,"<b></b><br /><br />Super logement à seulement 899$/mois.<br /><br />Petit 1 chambre à coucher avec garage, cet appartement est à air ouverte et bien éclairé. En plus d'une entrée individuelle ce qui vous garantit la tranquillité. À proximité de plusieurs locations comme des écoles, garderies, épiceries, une piste cyclable, cet appartement vous attend!<br /><br /><br /><br /><br />",No,1.0,1,Professional,No,No,No,No,1 Year,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Apartment,,,,
182,1514647412.0,https://www.kijiji.ca/v-apartments-condos/ottawa/1bedroom-furnished-walk-uottawa-downtown/1514647412,"Besserer St, Ottawa, ON K1N 6B1, Canada",ontario,45.42810789999999,-75.6852219,1840.0,,"1 BEDROOM FURNISHED WALK UOTTAWA DOWNTOWN


Condo is clean and nobody lives there since April. So no Covid


Available now or August 01. Condo is a 1 Bed plus Den and 1Bath. It's a few minutes walk to the Rideau Canal, Downtown, the By Market, Ottawa university (5 minute walk), the Parliament, and many parks. Great for sightseeing & museums lovers!


The space

Address: 238 Besserer, Ottawa, Ontario. K1N 6B1


500 metres (0.3 mile) to Ottawa Convention Center.

****************************************************************

Hello all, Bonjour &agrave; vous, Hola,


Welcome to my luxury condo with air-conditioned and heated underground parking (+ 175$/month). It has 600 sq. feet. The condo faces east so plenty of sunlight. Pool, sauna, BBQ, gym, rooms’ access is included. The condo has 1 bedroom ( 1 QUEEN) size bed with 1 full bathrooms and all the appliances including free usage of washing machine & dryer in the condo; you even don’t need to go outside to do your laundry. Plus, your own balcony is included.


To complement the comfort and all the furniture in place, my condo offers the following attributes:


•LOCATION. The condo is located in the HEART of DOWNTOWN meaning you are BESIDE or VERY close to everything.


•From the Ottawa MacDonald-Cartier AIRPORT, it is a 20 minutes drive (15km or 9 miles) with a car or a taxi Or, the public transit express bus # 97, and in 35 minutes, it will bring you to downtown, and from there, you are less than 5 minutes WALK to my condo.


•From the condo, it is a 5 minute WALK to everything like the famous By-Market, The Canal Rideau, the Parliament Hill, Rideau Centre (for shopping mall), Ottawa University, government buildings, and many more.


• Grocery stores (Metro and Loblaws open 24h/24), liquor & beer store -LCBO- , Bus & Transitway, Ottawa Little Theatre, pharmacy, boutique, restaurants, coffee shop, bar & terrace, cinema, bookstores are less than 1 minute WALK.


•MUSEUMS – GALLERIES at walkable distance (5-20 minutes) to most of Ottawa’s big museums.


•OTTAWA CONVENTION CENTER within 5 minutes WALK or 500 meters (0.3 mile).


•Please contact me if you want further details.


• Wi-Fi Internet in the whole unit. 75/10 mbps


And welcome to Ottawa!


Guest access

Pool

Sauna

Gym

Balcony

Tourist attractions less than 5 minutes walk",Yes,1.0,1,Owner,No,Yes,Yes,No,1 Year,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,,,Condo,,,,
183,1505787636.0,https://www.kijiji.ca/v-apartments-condos/ottawa/completely-renovated-1-bedroom-what-a-must-see/1505787636,"1971 St Laurent Blvd, Ottawa, ON, K1G 3P8",ontario,45.3981722,-75.6214032,1400.0,,"The 1971 and 1975 St-Laurent Blvd. buildings are located at the southeastern end of Ottawa, with excellent access to 417. Public transportation, schools, shops and restaurants are all within walking distance. that makes everyday life as easy as possible! The beautiful Elmvale area is also close to local hospitals, including CHEO, as well as the Museum of Science and Technology. If you are looking for an apartment in Ottawa East , you have found it! Spacious 1 and 2 bedroom apartments offer excellent views. You will also enjoy the services offered to tenants including a very large fitness room and an outdoor pool. These are a MUST SEE. CONTACT US TODAY TO BOOK A VIEWING!!!!!!!!! All pricing starts at $1400.00 for the 1 bedrooms<br /><br />Les immeubles 1971 et 1975 boulevard St-Laurent sont situés à l'extrémité sud-est d'Ottawa, avec un excellent accès à la 417. Les transports en commun, les écoles, les magasins et les restaurants sont tous accessibles à pied, ce qui rend la vie quotidienne aussi facile que possible! La belle région d'Elmvale est également proche des hôpitaux locaux, y compris le CHEO, ainsi que le Musée des sciences et de la technologie. Si vous cherchez un appartement dans lest d'Ottawa, vous avez trouvé! De spacieux appartements dune et deux chambres offrent d'excellentes vues. Vous pourrez également profitez des services offerts aux locataires dont une très grande salle de fitness et une piscine extérieure. Une visite vous convaincra.",No,1.0,1,Professional,Yes,No,Yes,No,1 Year,0,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,,Apartment,,,,
184,1505787626.0,https://www.kijiji.ca/v-apartments-condos/ottawa/2-bedroom-beautifully-renovated-awesome-location/1505787626,"1971 St Laurent Blvd, Ottawa, ON, K1G 3P8",ontario,45.3981722,-75.6214032,1695.0,,"<strong></strong>The 1971 and 1975 St-Laurent Blvd. buildings are located at the southeastern end of Ottawa, with excellent access to 417. Public transportation, schools, shops and restaurants are all within walking distance, which makes everyday life as easy as possible! The beautiful Elmvale area is also close to local hospitals, including CHEO, as well as the Museum of Science and Technology. If you are looking for an apartment in Ottawa East , you have found it! Spacious 1 and 2 bedroom apartments offer excellent views, 4 stainless steel appliances, totally renovated apartments. You will also enjoy the services offered to tenants including a very large fitness room and an outdoor pool. CONTACT US TODAY TO BOOK A VIEWING!!!!!!!!!<br /><br />Les immeubles 1971 et 1975 boulevard St-Laurent sont situés à l'extrémité sud-est d'Ottawa, avec un excellent accès à la 417. Les transports en commun, les écoles, les magasins et les restaurants sont tous accessibles à pied, ce qui rend la vie quotidienne aussi facile que possible! La belle région d'Elmvale est également proche des hôpitaux locaux, y compris le CHEO, ainsi que le Musée des sciences et de la technologie. Si vous cherchez un appartement dans lest d'Ottawa, vous avez trouvé! De spacieux appartements dune et deux chambres offrent d'excellentes vues. Vous pourrez également profitez des services offerts aux locataires dont une très grande salle de fitness et une piscine extérieure. Une visite vous convaincra.",No,1.0,2,Professional,Limited,Yes,Yes,No,1 Year,0,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,,,Apartment,,,,
185,1508839479.0,https://www.kijiji.ca/v-apartments-condos/ottawa/beautiful-1-bedroom-available-october-2020/1508839479,"150 Queen Elizabeth Dr., Ottawa, ON, K2P 1E7",ontario,45.4131817,-75.6843536,1499.0,,"<p><strong><br />VERY RARE OPPORTUNITY<br /><br />1 bedroom FOR $1499.00 + HYDRO (HEAT AND HOT WATER INCLUDED)</strong><br /><br />It doesnt get any better than this! The Tiffany Apartments are your passport to the best parts of the Nations Capital. Located along the famed Rideau Canal and within the borders of Ottawas Golden Triangle, this is downtown living with all the perks!</p><p>The Tiffany Apartments has it all: affordability, convenience, and beautifully designed suites that will make you never want to leave. Only seconds away from Elgin Street and Bank Street, youll appreciate the convenience of having stylish shops, trendy restaurants, and the wonderful sights and sounds of the city at your fingertips.</p><p>Situated only seconds from Highway 417 (Metcalfe Avenue exit), and next to several convenient OC Transpo bus stops, youll be able to access any part of Ottawa within minutes. This luxury heritage apartment has some of the best views of Ottawa and the Rideau Canal from every corner of the building its picture perfect!</p><p>The Tiffany Apartments have suites designed for all types of people; bachelors, one-bedroom apartments, and two-bedroom apartments each with hardwood floors throughout. Every unit is designed to maximize space with open-concept rooms each with large, bright windows.</p><p>Only one block away is a Loblaws grocery store, an LCBO, and the Beer Store. Youll also enjoy having easy access to the citys most entertaining district with Elgin Streets pubs, restaurants, and shops.</p><p></p><p>Hardwood Floors</p><p>High Ceilings</p><p>Two Appliance Kitchens</p><p>Spacious Closets</p><p>Individual Unit Thermostats</p><p>Fob Key Entry System</p><p>On-site Laundry Facilities</p><p>Gym</p><p>Parking</p><p>Pet Friendly</p><p>Sunroom /Roof top patio</p><p>Additional Storage</p><p>Wheelchair Accessible</p><p>Video Surveillance</p><p>Quiet and well-maintained mid-rise</p><p>24-hour emergency management service & on-site management</p><p>Outdoor parking is available for $130 per month<br /><br /></p><p>For more information and photos of the unit, please call <strong>613-238-4244</strong>or by email:<strong>tiffany@paramountapts.com</strong></p>",No,1.0,1,Professional,Yes,Yes,Yes,No,1 Year,0,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,,,Apartment,,,,
